-4.774932686508052276e-02, 3.267401214158132533e-02
-4.007795077192486538e-02, 3.374634919699238955e-02
-3.382705204838030999e-02, 3.494160369021584445e-02
-2.867526245407040625e-02, 3.622761721037846133e-02
-2.433206214779700186e-02, 3.780057076452411624e-02
-2.062064348695765575e-02, 4.028882401606530966e-02
-1.739677959082974734e-02, 4.518805121149831183e-02
-1.460845069986359615e-02, 5.653881741663693838e-02
-1.216837301683239628e-02, 8.116620985128288057e-02
-9.962534473289774012e-03, 1.326785141261504486e-01
-7.983724887369671869e-03, 2.311226940162975640e-01
-6.220116076059426478e-03, 4.042856611223163421e-01
-4.627738391540437389e-03, 6.920241669932323259e-01
-3.197654608985497741e-03, 1.180875908401746610e+00
-1.856850017892651070e-03, 2.151607289248091082e+00
-5.961029614007681788e-04, 5.661815253395634961e+00
5.607845880370652654e-04, 3.045670549585963371e+01
1.650937992707743589e-03, 1.771120362876684950e+01
2.766833678018503113e-03, 9.529989395877995761e+00
3.952128746755913247e-03, 5.841086738476856333e+00
5.175981938327518621e-03, 3.845667151891329905e+00
6.488629086879963391e-03, 2.547918506064978494e+00
7.869907091130591559e-03, 1.803528477580342182e+00
9.313419769678549925e-03, 1.281497462299696188e+00
1.087450686882540478e-02, 8.968448360425331778e-01
1.254042872623587976e-02, 6.446774827944351527e-01
1.438588117035181566e-02, 4.371347335531997058e-01
1.642589662655649305e-02, 3.125204270775356341e-01
1.856837377614466850e-02, 2.304927411091287348e-01
2.092152644185835825e-02, 1.611514375033725466e-01
2.358434134369633700e-02, 1.193022408730562006e-01
2.650597721678899302e-02, 9.229991650842030160e-02
2.978145458618994962e-02, 7.470482024994846981e-02
3.346067022343156977e-02, 6.409538233568518040e-02
3.751578412021903952e-02, 5.765378937307562290e-02
4.210907209462681766e-02, 5.357486639103923448e-02
4.735064339872003397e-02, 5.107290153206612421e-02
