9.202259866931515875e-01, 8.072571973841286229e-17
9.336814904651659086e-01, 7.702935778654162829e-17
9.443361794834377321e-01, 7.359962932019583168e-17
9.530179832661385131e-01, 7.037621879036793505e-17
9.601732465915688852e-01, 6.730535854778840049e-17
9.662054692391708333e-01, 6.433397253047516530e-17
9.713602173792255101e-01, 6.141801656220152192e-17
9.758378061238475176e-01, 5.852710862251078582e-17
9.797104851390783242e-01, 5.564064389152566253e-17
9.830994819210661095e-01, 5.271443956050303264e-17
9.861631465648753592e-01, 4.972084336436025539e-17
9.889114932119865697e-01, 4.663795600016213337e-17
9.913609498943618537e-01, 4.341776504957515657e-17
9.935725855673049889e-01, 4.003677585874873145e-17
9.955588130430756966e-01, 3.643437564530887484e-17
9.974210416418157754e-01, 3.252576489210742008e-17
9.991720792202767321e-01, 2.826047571970796220e-17
1.000778867483384849e+00, 2.357484032323548864e-17
1.002292969434316339e+00, 1.943844916542215860e-17
1.003842824552803492e+00, 1.601734810207629614e-17
1.005489067703827732e+00, 1.321955025589483260e-17
1.007188863803232692e+00, 1.093025634132341301e-17
1.009011984842888898e+00, 9.062590065459503904e-18
1.010930426515459057e+00, 7.517213653975215461e-18
1.012935305235664663e+00, 6.269275580539762391e-18
1.015103481762257509e+00, 5.255042038312454732e-18
1.017417262119772126e+00, 4.426115510969268841e-18
1.019980390514377611e+00, 3.748871807307912552e-18
1.022813745314661737e+00, 3.198450342022941861e-18
1.025789408022423244e+00, 2.749710065211277850e-18
1.029057675613692213e+00, 2.385032041030684261e-18
1.032756029644022799e+00, 2.087983430774575095e-18
1.036813857245540316e+00, 1.846802606170880637e-18
1.041363131369708261e+00, 1.649679045527259425e-18
1.046473153088099295e+00, 1.486422420995659725e-18
1.052105255722526334e+00, 1.349563406180290897e-18
1.058484822353648269e+00, 1.229804903115153583e-18
1.065764782498222374e+00, 1.120343854562876026e-18
1.073974154011224424e+00, 1.014098917763773375e-18
1.083453983095325368e+00, 9.065860675262344030e-19
1.094366223345761835e+00, 7.937412777870089443e-19
1.107237837106810341e+00, 6.743425733841417163e-19
1.122288030012628335e+00, 5.549387177310011079e-19
1.140737653026260512e+00, 4.443176919584374470e-19
